protocol,src_addr,src_port,dst_addr,dst_port,length,suspicious
TCP,139.99.205.3,14003,11.11.3.104,80,1254,Yes
TCP,45.192.51.159,61117,11.11.13.224,80,1254,Yes
TCP,172.22.207.204,28650,11.11.27.137,80,1254,Yes
TCP,137.9.1.70,24376,11.11.123.208,80,1254,Yes
TCP,7.78.20.29,49341,11.11.67.43,80,1254,Yes
TCP,66.94.102.188,17981,11.11.120.158,80,1254,Yes
TCP,209.239.6.240,61445,11.11.211.37,80,1254,Yes
TCP,59.83.213.194,7644,11.11.26.216,80,1254,Yes
TCP,21.244.1.222,51213,11.11.133.214,80,1254,Yes
TCP,33.195.9.110,32268,11.11.108.60,80,1254,Yes
TCP,170.167.88.223,17008,10.10.164.148,80,1254,Yes
TCP,126.17.154.117,13610,10.10.121.69,80,1254,Yes
TCP,96.201.7.123,55554,10.10.254.67,80,1254,Yes
TCP,215.135.244.150,6332,10.10.160.169,80,1254,Yes
TCP,113.8.124.144,51439,10.10.142.163,80,1254,Yes
TCP,99.129.175.12,37823,10.10.17.88,80,1254,Yes
TCP,23.81.84.245,25037,10.10.153.28,80,1254,Yes
TCP,13.58.155.138,20349,10.10.162.233,80,1254,Yes
TCP,128.73.246.38,7936,10.10.64.210,80,1254,Yes
TCP,91.144.4.189,42100,10.10.103.47,80,1254,Yes
TCP,204.135.14.13,38392,11.11.138.150,80,1254,Yes
TCP,204.135.14.13,38392,11.11.138.150,80,1254,Yes
TCP,103.76.195.20,34835,11.11.4.100,80,1254,Yes
TCP,103.76.195.20,34835,11.11.4.100,80,1254,Yes
TCP,40.196.127.234,52556,11.11.122.178,80,1254,Yes
TCP,40.196.127.234,52556,11.11.122.178,80,1254,Yes
TCP,7.64.4.70,44290,11.11.140.36,80,1254,Yes
TCP,7.64.4.70,44290,11.11.140.36,80,1254,Yes
TCP,99.129.51.143,13275,11.11.37.143,80,1254,Yes
TCP,99.129.51.143,13275,11.11.37.143,80,1254,Yes
TCP,80.189.190.83,55026,11.11.166.228,80,1254,Yes
TCP,80.189.190.83,55026,11.11.166.228,80,1254,Yes
TCP,146.231.39.248,11605,11.11.37.183,80,1254,Yes
TCP,146.231.39.248,11605,11.11.37.183,80,1254,Yes
TCP,226.46.28.0,29428,11.11.92.134,80,1254,Yes
TCP,226.46.28.0,29428,11.11.92.134,80,1254,Yes
TCP,51.155.57.53,47793,11.11.12.47,80,1254,Yes
TCP,51.155.57.53,47793,11.11.12.47,80,1254,Yes
TCP,5.227.17.36,21792,11.11.125.68,80,1254,Yes
TCP,5.227.17.36,21792,11.11.125.68,80,1254,Yes
TCP,146.87.164.246,48341,12.12.87.87,80,1254,Yes
TCP,58.144.12.47,62738,12.12.115.61,80,1254,Yes
TCP,26.197.248.237,26109,12.12.148.150,80,1254,Yes
TCP,217.66.110.19,29719,12.12.87.29,80,1254,Yes
TCP,210.239.208.246,32043,12.12.47.108,80,1254,Yes
TCP,107.63.220.221,29108,12.12.212.180,80,1254,Yes
TCP,27.80.15.138,44174,12.12.127.163,80,1254,Yes
TCP,141.150.178.170,60383,12.12.67.211,80,1254,Yes
TCP,75.237.201.241,55196,12.12.69.168,80,1254,Yes
TCP,251.31.43.41,59079,12.12.16.174,80,1254,Yes
TCP,202.125.180.41,7392,20.20.20.41,80,1254,Yes
TCP,195.89.19.120,33981,20.20.20.48,80,1254,Yes
TCP,44.223.61.69,30927,20.20.20.82,80,1254,Yes
TCP,204.55.113.23,15726,20.20.20.219,80,1254,Yes
TCP,155.221.252.6,63044,20.20.20.219,80,1254,Yes
TCP,39.173.55.233,13571,20.20.20.7,80,1254,Yes
TCP,157.95.78.153,5479,20.20.20.54,80,1254,Yes
TCP,115.117.63.236,52872,20.20.20.186,80,1254,Yes
TCP,75.179.35.132,2643,20.20.20.141,80,1254,Yes
TCP,110.78.177.130,60297,20.20.20.61,80,1254,Yes
TCP,26.243.158.226,2395,11.11.141.70,80,1254,Yes
TCP,86.226.119.191,38781,11.11.3.100,80,1254,Yes
TCP,5.41.184.244,63056,11.11.104.174,80,1254,Yes
TCP,200.191.246.112,57840,11.11.241.250,80,1254,Yes
TCP,32.186.104.154,25122,11.11.202.22,80,1254,Yes
TCP,254.93.123.15,10123,11.11.93.227,80,1254,Yes
TCP,5.241.218.182,13672,11.11.30.161,80,1254,Yes
TCP,116.47.136.78,61708,11.11.104.36,80,1254,Yes
TCP,181.215.151.33,37698,11.11.124.62,80,1254,Yes
TCP,184.153.109.235,23555,11.11.75.72,80,1254,Yes
