protocol,src_addr,src_port,dst_addr,dst_port,length,suspicious
TCP,112.200.163.117,21328,10.10.27.131,80,1254,Yes
TCP,112.200.163.117,21328,10.10.27.131,80,1254,Yes
TCP,96.131.198.8,7637,10.10.92.224,80,1254,Yes
TCP,96.131.198.8,7637,10.10.92.224,80,1254,Yes
TCP,22.230.169.211,22147,10.10.187.149,80,1254,Yes
TCP,22.230.169.211,22147,10.10.187.149,80,1254,Yes
TCP,74.82.166.199,22787,10.10.19.50,80,1254,Yes
TCP,74.82.166.199,22787,10.10.19.50,80,1254,Yes
TCP,248.134.128.254,42998,10.10.239.40,80,1254,Yes
TCP,248.134.128.254,42998,10.10.239.40,80,1254,Yes
TCP,150.103.116.50,24031,10.10.15.179,80,1254,Yes
TCP,150.103.116.50,24031,10.10.15.179,80,1254,Yes
TCP,241.231.144.95,38704,10.10.237.102,80,1254,Yes
TCP,241.231.144.95,38704,10.10.237.102,80,1254,Yes
TCP,48.52.202.181,2835,10.10.104.217,80,1254,Yes
TCP,48.52.202.181,2835,10.10.104.217,80,1254,Yes
TCP,191.155.16.140,1453,10.10.145.49,80,1254,Yes
TCP,191.155.16.140,1453,10.10.145.49,80,1254,Yes
TCP,210.163.81.253,27301,10.10.169.237,80,1254,Yes
TCP,210.163.81.253,27301,10.10.169.237,80,1254,Yes
TCP,139.99.205.3,14003,11.11.3.104,80,1254,Yes
TCP,45.192.51.159,61117,11.11.13.224,80,1254,Yes
TCP,172.22.207.204,28650,11.11.27.137,80,1254,Yes
TCP,137.9.1.70,24376,11.11.123.208,80,1254,Yes
TCP,7.78.20.29,49341,11.11.67.43,80,1254,Yes
TCP,66.94.102.188,17981,11.11.120.158,80,1254,Yes
TCP,209.239.6.240,61445,11.11.211.37,80,1254,Yes
TCP,59.83.213.194,7644,11.11.26.216,80,1254,Yes
TCP,21.244.1.222,51213,11.11.133.214,80,1254,Yes
TCP,33.195.9.110,32268,11.11.108.60,80,1254,Yes
TCP,96.219.128.230,52236,12.12.138.66,80,1254,Yes
TCP,218.179.119.3,11261,12.12.230.72,80,1254,Yes
TCP,91.200.221.54,50967,12.12.113.97,80,1254,Yes
TCP,255.222.105.48,30958,12.12.69.72,80,1254,Yes
TCP,128.25.227.180,25211,12.12.62.178,80,1254,Yes
TCP,21.181.29.1,42601,12.12.132.9,80,1254,Yes
TCP,229.250.6.71,17693,12.12.52.86,80,1254,Yes
TCP,101.90.250.178,49323,12.12.128.108,80,1254,Yes
TCP,141.24.123.191,47293,12.12.101.192,80,1254,Yes
TCP,251.245.138.69,31951,12.12.59.215,80,1254,Yes
TCP,107.186.116.85,2665,20.20.20.35,80,1254,Yes
TCP,188.30.128.184,43924,20.20.20.245,80,1254,Yes
TCP,45.95.15.231,54750,20.20.20.100,80,1254,Yes
TCP,137.73.108.148,23362,20.20.20.198,80,1254,Yes
TCP,167.229.126.119,18306,20.20.20.5,80,1254,Yes
TCP,74.183.225.63,44148,20.20.20.208,80,1254,Yes
TCP,16.223.27.21,18245,20.20.20.183,80,1254,Yes
TCP,62.73.107.60,25438,20.20.20.127,80,1254,Yes
TCP,239.88.139.223,57438,20.20.20.37,80,1254,Yes
TCP,167.156.240.57,51522,20.20.20.137,80,1254,Yes
TCP,170.167.88.223,17008,10.10.164.148,80,1254,Yes
TCP,126.17.154.117,13610,10.10.121.69,80,1254,Yes
TCP,96.201.7.123,55554,10.10.254.67,80,1254,Yes
TCP,215.135.244.150,6332,10.10.160.169,80,1254,Yes
TCP,113.8.124.144,51439,10.10.142.163,80,1254,Yes
TCP,99.129.175.12,37823,10.10.17.88,80,1254,Yes
TCP,23.81.84.245,25037,10.10.153.28,80,1254,Yes
TCP,13.58.155.138,20349,10.10.162.233,80,1254,Yes
TCP,128.73.246.38,7936,10.10.64.210,80,1254,Yes
TCP,91.144.4.189,42100,10.10.103.47,80,1254,Yes
TCP,16.118.160.31,1904,10.10.90.187,80,1254,Yes
TCP,28.192.218.131,62295,10.10.31.66,80,1254,Yes
TCP,56.50.192.158,19933,10.10.69.246,80,1254,Yes
TCP,99.50.23.2,11558,10.10.15.208,80,1254,Yes
TCP,112.148.203.219,13653,10.10.121.26,80,1254,Yes
TCP,172.73.15.190,10896,10.10.214.111,80,1254,Yes
TCP,199.35.64.209,5324,10.10.163.205,80,1254,Yes
TCP,137.80.215.181,53143,10.10.102.85,80,1254,Yes
TCP,123.224.226.76,18886,10.10.197.42,80,1254,Yes
TCP,210.97.20.226,11166,10.10.242.246,80,1254,Yes
